Sara Loren	Living people, Pakistani movie actors
Milanblocks	Fashion houses, Houston, Texas, Companies based in Houston, 2012 establishments in the United States, 21st-century establishments in Texas
Kitwe	Cities in Zambia
Wellcome Sanger Institute	Research organizations in the United Kingdom, Genetics, Cambridgeshire, University of Cambridge, 1992 establishments in the United Kingdom
Wellcome Trust	1936 establishments in Europe, Research organizations in the United Kingdom, 1930s establishments in the United Kingdom
Eliza Manningham-Buller	1948 births, Living people, Order of the Bath, Knights of the Garter, Civil servants, Intelligence agencies
Graham Rahal	1989 births, Living people, American racecar drivers, IndyCar Series drivers
Preble County, Ohio	Ohio counties, 1808 establishments in Ohio
Tiffin, Ohio	Cities in Ohio, County seats in Ohio
Jo Min-ki	1966 births, 2018 deaths, Actors who committed suicide, Suicides by hanging, South Korean actors, Korean educators, Photographers
Jung Jae-sung	1982 births, 2018 deaths, Deaths from myocardial infarction, South Korean sportspeople, Badminton players, Olympic bronze medalists
Cormac McCarthy	Pulitzer Prize winners, 1933 births, Living people, American novelists, American playwrights, American screenwriters, People from Providence, Rhode Island
Cheetah (comics)	DC Comics characters, Wonder Woman
Doctor Sivana	DC Comics characters
Mark Strong	1963 births, Living people, English movie actors, English television actors, English stage actors, English voice actors, Actors from London
Black Adam	DC Comics supervillains, Fictional characters introduced in the 1940s
Benny Andersson	1946 births, Living people, Swedish musicians, Swedish screenwriters, Composers, Swedish movie producers
Anni-Frid Lyngstad	1945 births, Living people, Norwegian singers, Norwegian writers, Swedish singers, Swedish writers, Songwriters, Swedish royalty, Environmentalists
Ron Franklin (jockey)	1959 births, 2018 deaths, Deaths from lung cancer, Sportspeople from Baltimore, Maryland
Ron Cephas Jones	1957 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from New Jersey, People from Paterson, New Jersey
Sterling K. Brown	Emmy Award winning actors, Golden Globe Award winning actors, Screen Actors Guild Award winners, 1976 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from St. Louis, Missouri
Linda Sarsour	1980 births, Living people, American political activists, American political writers, American feminists, American progressives, American Muslims, Writers from New York City
Sergei Skripal	1951 births, Living people, Crime victims, Russian crime victims, Spies
Xi'an-Yuxia Railway	Shaanxi
Ryhall railway station	Railway stations in England, Rutland, 1856 establishments in Europe, 1959 disestablishments, 1850s establishments in the United Kingdom, 1950s disestablishments in the United Kingdom
Fremantle Football Club	Australian Football League
Chris Gedney	1970 births, 2018 deaths, Arizona Cardinals players, Chicago Bears players, Sportspeople from New York, People from Syracuse, New York
Liverpool, New York	Villages in New York
Crown Prince Hyojang	1719 births, 1728 deaths, Korean people, Princes and princesses
Edgar Lungu	1956 births, Living people, Presidents of Zambia, Lawyers
Nonlinear programming	Mathematics
Chhota Bheem	Animated television series, Indian television
France in the Eurovision Song Contest 2018	Eurovision Song Contest
Dialog system	Computers
Milko Kelemen	1924 births, 2018 deaths, Croatian people, Composers
Ion Voinescu	1929 births, 2018 deaths, Romanian footballers
Elías Yanes Álvarez	1928 births, 2018 deaths, Accidental deaths from falls, Spanish people, Archbishops, Roman Catholics
Louis Le Prince	1941 births, 1890 deaths, People declared dead in absentia, Missing people, French inventors, French artists, French educators
No Excuses	2018 songs, Meghan Trainor, Pop songs, Blue-eyed soul songs
Gaúcho	1964 births, 2016 deaths, Brazilian footballers, Brazilian football managers, Deaths from prostate cancer
Leonard T. Connors	1929 births, 2016 deaths, US Republican Party politicians, Politicians from New Jersey, People from Jersey City, New Jersey
Vikram Chatterjee	Indian movie actors, Indian television actors, 1988 births, Living people
Bepanaah	Indian television series, 2018 Indian television series debuts
Eileen Carey	American songwriters, Musicians from California, Living people, Year of birth missing (living people)
Chris Liddell	1958 births, Living people, Naturalized citizens of the United States, American philanthropists, Businesspeople from New York City, New Zealand people, Civil servants
Millie Dunn Veasey	1918 births, 2018 deaths, American centenarians, American civil rights activists, American military people, People from Raleigh, North Carolina
Ali Asghar Khodadoust	1935 births, 2018 deaths, Cardiovascular disease deaths in New York City, Deaths from coronary artery disease, Iranian physicians, People from Tehran, Surgeons
Ronnie Schell	1931 births, Living people, American movie actors, American television actors, American voice actors, American stage actors, Actors from Contra Costa County, California, Comedians from California, People from Richmond, California
Joby Baker	1934 births, Living people, Canadian movie actors, Canadian television actors, Canadian stage actors, Canadian voice actors, Canadian painters, Actors from Montreal
Peter Temple	1946 births, 2018 deaths, Deaths from pancreatic cancer, Cancer deaths in Australia, South African writers, Australian novelists, People from Johannesburg, People from Ballarat
Ophthalmology	Ophthalmology
Windows Server 2012	Pages created with the Article Wizard, Microsoft operating systems
Windows Server 2016	Microsoft operating systems
Karl Lehmann	1936 births, 2018 deaths, Deaths from stroke, Deaths from cerebral hemorrhage, Cardiovascular disease deaths in Germany, German Roman Catholics, Cardinals of the Roman Catholic Church, German writers, Editors
Hinsdale, Illinois	Suburbs of Chicago, Illinois, Villages in Illinois, Settlements in Cook County, Illinois, Settlements in DuPage County, Illinois
Dan Lipinski	1966 births, Living people, United States representatives from Illinois, Politicians from Chicago, US Democratic Party politicians
Bill Lipinski	1937 births, Living people, United States representatives from Illinois, Politicians from Chicago, US Democratic Party politicians
Tom Railsback	1932 births, 2020 deaths, United States representatives from Illinois, US Republican Party politicians
Gale Schisler	1933 births, 2020 deaths, American educators, United States representatives from Illinois, US Democratic Party politicians
Derek Saunders	1928 births, 2018 deaths, English footballers, Sportspeople from Hertfordshire
Alpine skiing at the 2018 Winter Paralympics	Sports at the 2018 Winter Paralympics, Skiing
Krishna Balram	Indian television series, 2008 television series debuts, 2010 television series endings, 2008 establishments in India, 2010s disestablishments in India
Ralf Waldmann	1966 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in Germany, German sportspeople
Garech Browne	1939 births, 2018 deaths, Irish businesspeople, Irish philanthropists
Camillo Ruini	1931 births, Living people, Cardinals of the Roman Catholic Church
Darío Castrillón Hoyos	1929 births, 2018 deaths, Deaths from liver disease, Cardinals of the Roman Catholic Church, Colombian people
Giovanni Battista Re	1934 births, Living people, Cardinals of the Roman Catholic Church
Julius Darmaatmadja	1934 births, Living people, Cardinals of the Roman Catholic Church
Amzie Strickland	1919 births, 2006 deaths, American movie actors, American radio actors, American television actors, Actors from Oklahoma City, Deaths from Alzheimer's disease, Disease-related deaths in Washington (state)
Taras Shevchenko	1814 births, 1861 deaths, Ukrainian writers, Painters, Poets
Tony Benneworth	1950 births, 2018 deaths, Australian cricketers, Politicians from Tasmania, Accidental deaths in Australia, People from Launceston, Tasmania
Lorna Luft	1952 births, Living people, American movie actors, American television actors, American voice actors, American stage actors, American musical theatre actors, Actors from Santa Monica, California, Singers from Los Angeles County, California, People with cancer
Kate Wilhelm	1928 births, 2018 deaths, American science fiction writers, Writers from Ohio, Writers from Oregon, People from Toledo, Ohio, People from Eugene, Oregon
Bill Turnbull	1956 births, Living people, People with cancer, British journalists, BBC television presenters, Writers from Surrey
Hinsdale, Massachusetts	Towns in Massachusetts, Berkshire County, Massachusetts, 1763 establishments, 1760s establishments in Massachusetts
Bob Arum	1931 births, Living people, American lawyers, Businesspeople from New York City
Christopher Robin (movie)	2010s adventure movies, 2018 animated movies, 2018 comedy-drama movies, 2010s fantasy movies, Disney movies, English-language movies, Movies based on books, American adventure movies, American animated movies, American comedy-drama movies, American fantasy movies, British adventure movies, British animated movies, British comedy-drama movies, British fantasy movies, Movies set in London, Winnie the Pooh, Movies about bears, Movies directed by Marc Forster
Prince Nakcheon	1720 births, 1737 deaths, Korean people, Princes and princesses
Hong Sa-ik	1887 births, 1946 deaths, Korean people
Kumkum Bhagya	Hindi-language television series, 2014 Indian television series debuts
Yurt	Asian culture, Houses
Roman Shukhevych	1907 births, 1950 deaths, World War II people, Generals, Anti-Communists, Nationalists
Portsmouth, Ohio	Cities in Ohio, County seats in Ohio
Princess Adrienne, Duchess of Blekinge	Living people, 2018 births, Swedish royalty, Princes and princesses
Benjamin Ingrosso	Living people, 1997 births, Swedish singers
Siegfried Rauch	1932 births, 2018 deaths, Deaths from heart failure, Accidental deaths from falls, German movie actors, German television actors
WJZ-TV	American television stations
Breakfast television	Television genres
Late-night newscast	American television news programs
Placer County, California	Placer County, California, 1851 establishments in California
Riemann mapping theorem	Geometry
Fire-Eaters	19th century in the United States
Boot camp	Punishments, Crime
Maji Maji Rebellion	1900s in Africa, Tanzania, 20th century in Germany
Mary Rosenblum	1952 births, 2018 deaths, Aviation deaths in the United States, American novelists, American science fiction writers, Writers from New York
Antonia La Negra	1930s births, 2018 deaths, Spanish singers, Dancers, Deaths from aortic aneurysm
Wally Gould	1938 births, 2018 deaths, Deaths from vascular dementia, English footballers
Baltasar Corrada del Río	1935 births, 2018 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Florida, Puerto Rican people, Mayors, Judges, US Republican Party politicians
Nokie Edwards	1935 births, 2018 deaths, Deaths from staphylococcal infection, Deaths from surgical complications, Disease-related deaths in Arizona, American rock guitarists, American bass guitarists, American television actors, Musicians from Oklahoma, Actors from Oklahoma
Oleg Tabakov	1935 births, 2018 deaths, Soviet actors, Russian movie actors, Russian television actors, Russian stage actors, Actors from Moscow
Wayne LaPierre	1949 births, Living people, American political writers, American television personalities, American activists, American conservatives, Writers from New York, Businesspeople from New York, Republicans (United States), People from Schenectady, New York
Coventry, Rhode Island	Towns in Rhode Island, 1741 establishments in the Thirteen Colonies, 18th-century establishments in Rhode Island
Prince Imperial Waneun	1881 deaths, Korean people, Princes and princesses
Desmond Doss	1919 births, 2006 deaths, United States Army Medal of Honor recipients
Manuela Saenz	1797 births, 1856 deaths, Ecuadorian politicians, Feminists, History of Colombia, History of Ecuador, History of South America, People from Quito, Peruvian politicians
Dungeons and Dragons Satanic Panic	Role-playing video games
Poor People's Campaign	American civil rights
MOVE	Cults, Philadelphia, Pennsylvania, 1972 establishments in the United States, 1970s establishments in Pennsylvania
Greensboro sit-ins	Civil disobedience, Protests in the 1960s
The Dolan Twins	1999 births, YouTube, Internet celebrities, Living people, Twin people from the United States
Infusion	Food and drink
Lee Pearson	1974 births, Living people, Commanders of the Order of the British Empire
Flag of Wales	National flags, Flags of the United Kingdom, Wales
Geauga County, Ohio	1800s establishments in Ohio, 1806 establishments, Ohio counties
Belmont County, Ohio	1815 establishments in Ohio, Ohio counties
Gina Haspel	1956 births, Living people, Directors of the Central Intelligence Agency, Politicians from Virginia
John Draper	Living people, 1943 births, American computer scientists
Dakota Johnson	American movie actors, Actors from Austin, Texas, 1989 births, Living people, People's Choice Award winners
Amazon Alexa	Software, Artificial intelligence, Amazon (company)
Bebeto de Freitas	1950 births, 2018 deaths, Deaths from myocardial infarction, Brazilian sportspeople, Football managers, Olympic silver medalists, People from Rio de Janeiro
Jens Nilsson	1948 births, 2018 deaths, Swedish politicians, Members of the European Parliament, People from Brussels
Conor Lamb	1984 births, Living people, American lawyers, United States representatives from Pennsylvania, American military people, Politicians from Washington, D.C., Politicians from Pittsburgh, Pennsylvania, US Democratic Party politicians
Rick Saccone	1958 births, Living people, Politicians from Pennsylvania, Writers from Pennsylvania, US Republican Party politicians, 2021 United States Capitol attack
Kyrsten Sinema	1976 births, Living people, United States senators from Arizona, United States representatives from Arizona, American activists, LGBT politicians, Bisexual people, Politicians from Phoenix, Arizona, People from Tucson, Arizona
Scream (1996 movie)	1996 horror movies, 1996 thriller movies, 1990s horror thriller movies, 1996 mystery movies, 1990s satirical movies, 1990s teen horror movies, Scream movies, American independent movies
Scream 4	Scream movies, Movies set in California
Life OK	Indian television, Television channels
19 Kids and Counting	Reality television series, English-language television programs
2147483647	Prime numbers, Integers
Whistling	Non-verbal communication, Stubs, Sound
Helmholtz resonance	Sound
Hermann von Helmholtz	German scientists, Physiologists, German doctors, Physicists, 1821 births, 1894 deaths
Rationalization (mathematics)	Algebra
Selhurst railway station	Railway stations in London, Rail transport stations in London fare zone 4‎, 1868 establishments in the United Kingdom, 1860s establishments in England, Railway stations opened in 1868, London Borough of Croydon
Jim Bowen	1937 births, 2018 deaths, British game show hosts, English television presenters, British teachers
Antony, Hauts-de-Seine	Communes in Hauts-de-Seine, Subprefectures in France
Narendra Jha	1962 births, 2018 deaths, Indian television actors, Indian movie actors, Deaths from myocardial infarction
Rustenhart	Communes in Haut-Rhin
Santa Maria Val Müstair	Former municipalities of Graubünden, Villages in Graubünden
Pszów	Towns in Poland
Rypin	Towns in Poland
East Liverpool, Ohio	Cities in Ohio
Fifty Shades Freed (movie)	2018 movies, 2010s romantic drama movies, American romantic drama movies
Louise Slaughter	1929 births, 2018 deaths, Accidental deaths from falls in the United States, United States representatives from New York, Politicians from Kentucky, US Democratic Party politicians
Silicon controlled rectifier	Electronic components, Rectifiers
Rudolf Mang	1950 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in Germany, German Olympic silver medalists, Weightlifters
Emilio Disi	1943 births, 2018 deaths, Deaths from lung cancer, Argentine movie actors, Argentine television actors, Comedians, Actors from Buenos Aires
Rameshraj Tewarikar	1954 births, People from Uttar Pradesh, Living people, Indian poets
Liam O'Flynn	1945 births, 2018 deaths, Deaths from emphysema, Irish musicians, Folk musicians
Petar Stipetić	1937 births, 2018 deaths, Croatian people, Military people
Rubén Galván	1952 births, 2018 deaths, Deaths from cirrhosis, Argentine footballers
Broghil Valley National Park	National parks in Pakistan
Sheikh Buddin National Park	National parks in Pakistan
Saiful Muluk National Park	National parks in Pakistan
Lulusar-Dudipatsar National Park	National parks in Pakistan
Human tooth	Teeth
Fiza Junejo	Pakistani politicians
Kishan Chand Parwani	Pakistani politicians
Romania in World War II	20th century in Romania, World War II
Longan	Sapindaceae, Trees, Tropical fruit
Palle Kjærulff-Schmidt	1931 births, 2018 deaths, Danish writers, Danish movie directors, Disease-related deaths in Denmark
Søren Kragh-Jacobsen	1947 births, Living people, Danish movie directors, People from Copenhagen
Historical Dictionary of Switzerland	2002 books, Encyclopedias
Calendar era	Chronology
Doctoral advisor	Academia
Spreuerhofstraße	Transport in Germany, Roads, Baden-Württemberg
Former constellations	Former constellations
1380s	1380s
Esther Lungu	African politicians, Living people, 1961 births, First Ladies of Zambia
Fernando Collor de Mello	1949 births, Living people, People from Rio de Janeiro, Presidents of Brazil
Betty Kaunda	1928 births, 2012 deaths, First Ladies of Zambia
Wath upon Dearne	Towns in South Yorkshire
Krafla	Volcanoes of Iceland, Calderas
Alcione	Pterosaurs
Barbaridactylus	Pterosaurs
Pectodens	Archosaurs
Vlamertinge	Settlements in Belgium, West Flanders
Townsend Coleman	1954 births, American voice actors‎, Living people, People from New York City
East Palestine, Ohio	Villages in Ohio
Olmsted Falls, Ohio	Cities in Ohio
Hocking County, Ohio	1810s establishments in Ohio, 1818 establishments in the United States, Ohio counties
Brown County, Ohio	Ohio counties, 1819 establishments in Ohio
Mason, Ohio	Cities in Ohio
Fayette County, Ohio	1810 establishments in Ohio, Ohio counties
En Karma	Canadian musical groups, Musical groups established in 2008, 2008 establishments in Canada
Musa ibn Jafar	Muslims, History of Islam
Olivooides	Jellyfish
Nicolas Den Hane	People from West Flanders, Year of death missing, 1300s births
President of the Soviet Union	Mikhail Gorbachev, Politics of the Soviet Union
Neuquenraptor	Cretaceous dinosaurs, Theropods
Grumman C-2 Greyhound	Vietnam War aircraft, United States Navy aircraft, Grumman aircraft
Talarurus	Ankylosauria
Credit Suisse	Banks, Finance, Companies of Switzerland, 1856 establishments in Europe
Wind Gap, Pennsylvania	Boroughs in Pennsylvania
Grandview Heights, Ohio	Cities in Ohio
Green, Ohio	Cities in Ohio
Greenfield, Ohio	Villages in Ohio
Grove City, Ohio	Cities in Ohio
Highland Heights, Ohio	Cities in Ohio
Kent, Ohio	Cities in Ohio
Surriya Naseem	1967 births, Living people, Pakistani politicians
West Carrollton, Ohio	Cities in Ohio
Asad Ashraf	1963 births, Living people
New Zealand Standard Time	Time by country
Day Planner	2003 American television series debuts, 2000s American television series, The Weather Channel shows, 2013 American television series endings
Ambrosia Treatment Center	2016 establishments in the United States, Companies of the United States, 2010s establishments in Florida
Vera Tembo	Living people, 1953 births, First Ladies of Zambia
Maureen Mwanawasa	Living people, First Ladies of Zambia, 1963 births
Marielle Franco	1979 births, 2018 deaths, Brazilian activists, Assassinated people, Brazilian politicians, Lesbian feminists
Derek Bickerton	1926 births, 2018 deaths, Naturalized citizens of the United States, American academics, Writers from Cheshire
Michael Watts (journalist)	1938 births, 2018 deaths, British journalists, British radio personalities, People from Nottinghamshire
Peter Freund	1936 births, 2018 deaths, Deaths from natural causes, Disease-related deaths in Chicago, Illinois, Naturalized citizens of the United States, Romanian writers, American physicists, American educators, Writers from Chicago, Scientists from Chicago
Michel Raynaud	1938 births, 2018 deaths, French mathematicians, Writers from Paris
Leonid Kvinikhidze	1937 births, 2018 deaths, Russian movie directors, Russian screenwriters
Gordon Walgren	1933 births, 2018 deaths, American lawyers, American fraudsters, Politicians from Washington, US Democratic Party politicians
Adrian Lamo	1981 births, 2018 deaths, Unexplained deaths, American criminals, American political writers, American political activists, Writers from Boston, Massachusetts, Writers from San Francisco
Ed Charles	1933 births, 2018 deaths, African-American baseball players, Kansas City Athletics players, New York Mets players, Sportspeople from Florida
Augie Garrido	1939 births, 2018 deaths, Deaths from stroke, Cardiovascular disease deaths in California, American basketball players, Sportspeople from California
Mohamed Sayah	1933 births, 2018 deaths, Tunisian politicians
Ammonis cornua	Ammonites
Boyukagha Hajiyev	1958 births, 2018 deaths, Deaths from myocardial infarction, Azerbaijani footballers
Mike MacDonald	1954 births, 2018 deaths, Deaths from heart failure, Canadian comedians, Canadian television actors, Canadian movie actors, Canadian screenwriters, People with bipolar disorder, Writers from Ontario, Actors from Ottawa
Piani di Bobbio	Settlements in Lombardy, Ski areas and resorts
Zdeněk Mahler	1928 births, 2018 deaths, Czech musicians, Czech screenwriters, Musicologists
Li Ao	1935 births, 2018 deaths, Deaths from brain cancer, Chinese writers, Chinese politicians, Taiwanese politicians, Historians, Political writers, Political activists
Cypress Hill	Musical groups from California, 1980s music groups, 1990s music groups, 2000s music groups, 2010s music groups, Musical groups established in 1988
Fermín IV	Pages with citations lacking titles, Pages with citations having bare URLs, 1974 births, Mexican rap musicians
Aviva	Insurance companies
Hilliard, Ohio	Cities in Ohio
Ironton, Ohio	Cities in Ohio, County seats in Ohio, 1849 establishments in the United States, 1840s establishments in Ohio
Kettering, Ohio	Cities in Ohio
Logan, Ohio	Cities in Ohio, County seats in Ohio
Qi Xin	1926 births, Living people, Chinese educators, Chinese writers, Communists
Xi Zhongxun	1913 births, 2002 deaths, Communists, Chinese politicians, Political activists
Kusum Dola	Indian television series, 2016 Indian television series debuts
Irrfan Khan	1967 births, 2020 deaths, Deaths from neuroendocrine cancer, Indian movie actors, Indian television actors, Indian voice actors, Cancer deaths in India
Neuroendocrine tumor	Cancer
Texas Ranger Division	History of Texas
Lin-Manuel Miranda	Emmy Award winners, Grammy Award winners, Drama Desk Award winners, Pulitzer Prize winners, Tony Award winners, 1980 births, Living people, American playwrights, American movie actors, American voice actors, American musical theatre actors, American composers, American singer-songwriters, Writers from New York City, Actors from New York City, Singers from New York City
Florida International University pedestrian bridge collapse	2018 disasters, 2018 in Florida, 2010s in Miami, Florida, March 2018 events, Transport disasters in the United States
Juliana Stratton	1965 births, Living people, State legislators of the United States, DePaul University alumni, Lieutenant Governors of Illinois, Politicians from Chicago, US Democratic Party politicians
Mike Frerichs	1973 births, Living people, State legislators of the United States, Politicians from Illinois, US Democratic Party politicians
Neal Edward Smith	1920 births, Living people, American military personnel of World War II, United States representatives from Iowa, US Democratic Party politicians
Harry G. Haskell Jr.	1921 births, 2020 deaths, Businesspeople from Wilmington, Delaware, United States representatives from Delaware, American mayors, American military personnel of World War II, Politicians from Wilmington, Delaware, US Republican Party politicians, United States Coast Guard
Roger H. Zion	1921 births, 2019 deaths, United States representatives from Indiana, US Republican Party politicians, Politicians from Michigan
John R. Schmidhauser	1922 births, 2018 deaths, United States representatives from Iowa, American educators, Politicians from New York City, US Democratic Party politicians
Bernard F. Grabowski	1923 births, 2019 deaths, United States representatives from Connecticut, Politicians from New Haven, Connecticut, US Democratic Party politicians
Catherine Small Long	1924 births, 2019 deaths, Deaths from dementia, United States representatives from Louisiana, American military people, Politicians from Dayton, Ohio, US Democratic Party politicians
Donald M. Fraser	1924 births, 2019 deaths, Mayors of Minneapolis, United States representatives from Minnesota, US Democratic Party politicians
Arvonne Fraser	1925 births, 2018 deaths, American activists, American educators, Ambassadors of the United States, Writers from Minneapolis, Minnesota
Howard C. Nielson	1924 births, 2020 deaths, United States representatives from Utah, US Republican Party politicians
Merwin Coad	1924 births, Living people, United States representatives from Iowa, Politicians from Kansas, US Democratic Party politicians
Franklin Graham	1952 births, Living people, American Christians, Christian writers, American political writers, Writers from North Carolina, People from Asheville, North Carolina
Clydebank F.C.	1899 establishments in the United Kingdom, 2002 disestablishments in the United Kingdom, 1890s establishments in Scotland
Morton F.C.	1874 establishments in Scotland, 1994 disestablishments in the United Kingdom, Scottish football clubs
Kya Hua Tera Vaada	Indian television series, 2012 television series debuts, 2013 television series endings, 2012 establishments in India, 2010s disestablishments in India
IONISx	Colleges and universities in France
Paul Klee	German painters, German printmakers, Swiss people, 1879 births, 1940 deaths, Deaths from autoimmune disease
Indohyus	Cetaceans
Himalayacetus	Cetaceans
Wander Over Yonder	2010s American television series, American children's television series, Television series by Disney, 2013 American television series debuts, 2016 television series endings, 2016 disestablishments in the United States, English-language television programs
Flag of Nebraska	United States state flags, Nebraska
Andriy Sadovyi	1968 births, Living people, Mayors, Ukrainian politicians
Inferno (Dante)	14th century books, Afterlife
Qubit	Computer science
Gramais	Cities and towns in Tyrol (state)
Larry Kwong	1923 births, 2018 deaths, Deaths from pneumonia, New York Rangers players, Sportspeople from British Columbia, Eastern Hockey League players
Arnie Lerma	1950 births, 2018 deaths, Suicides by firearm in the United States, American activists, Writers from Washington, D.C., American critics
Nicholas Edwards, Baron Crickhowell	1934 births, 2018 deaths, Politicians from London
Guðjón Arnar Kristjánsson	1944 births, 2018 deaths, Deaths from cancer, Icelandic politicians, Civil servants
Ivor Richard, Baron Richard	1932 births, 2018 deaths, Welsh politicians
Keith O'Brien	1938 births, 2018 deaths, Accidental deaths from falls, Cardinals of the Roman Catholic Church, Scottish people
Kedarnath Singh	1934 births, 2018 deaths, Indian poets, Indian critics, Indian essayists, People from Uttar Pradesh
G. William Whitehurst	1925 births, Living people, American educators, American television presenters, American military personnel of World War II, United States representatives from Virginia, People from Norfolk, Virginia, US Republican Party politicians
Fred B. Rooney	1925 births, 2019 deaths, United States representatives from Pennsylvania, US Democratic Party politicians
Elwood Hillis	1926 births, Living people, American military personnel of World War II, United States representatives from Indiana, US Republican Party politicians
Carrie Meek	1926 births, Living people, United States representatives from Florida, State legislators of the United States, People from Tallahassee, Florida, US Democratic Party politicians
Dick Nichols	1926 births, 2019 deaths, Deaths from respiratory failure, United States representatives from Kansas, Businesspeople from Kansas, US Republican Party politicians, American crime victims, Kansas Republicans
Earl Hutto	1926 births, 2020 deaths, United States representatives from Florida, Politicians from Alabama, US Democratic Party politicians
Joseph P. Kolter	1926 births, 2019 deaths, American fraudsters, United States representatives from Pennsylvania, Politicians from Ohio, US Democratic Party politicians
Dan Rostenkowski	1928 births, 2010 deaths, Deaths from lung cancer, United States representatives from Illinois, American fraudsters, Politicians from Chicago, Criminals from Chicago, US Democratic Party politicians
Austin Murphy	1927 births, Living people, American lawyers, United States representatives from Pennsylvania, American military personnel of World War II, US Democratic Party politicians
Bud Brown	1927 births, Living people, United States representatives from Ohio, American military personnel of World War II, American military personnel of the Korean War, Politicians from Columbus, Ohio, US Republican Party politicians
Douglas Applegate	1928 births, 2021 deaths, United States representatives from Ohio, 1988 United States presidential candidates, US Democratic Party politicians, People from Steubenville, Ohio
Biswanath district	Districts of Assam
Keilor, Victoria	Settlements in Australia, Melbourne
Luo Fu (poet)	1928 births, 2018 deaths, Deaths from respiratory failure, Deaths from lung cancer, Taiwanese people, Poets
Jan Meyers	1928 births, 2019 deaths, Cardiovascular disease deaths in the United States, United States representatives from Kansas, Politicians from Nebraska, US Republican Party politicians, People from Lincoln, Nebraska, Kansas Republicans
Nancy Kassebaum	1932 births, Living people, United States senators from Kansas, People from Topeka, Kansas, US Republican Party politicians, 20th-century American politicians, Kansas Republicans
Alf Landon	1887 births, 1987 deaths, Deaths from pneumonia, Governors of Kansas, Businesspeople from Kansas, American centenarians, American conservatives, Politicians from Pennsylvania, Businesspeople from Pennsylvania, US Republican Party politicians, Kansas Republicans
William Sheldrick Conover	1928 births, Living people, United States representatives from Pennsylvania, Politicians from Virginia, People from Richmond, Virginia, Politicians from Pittsburgh, Pennsylvania, US Republican Party politicians
William J. Edwards	1928 births, 2019 deaths, Deaths from pancreatic cancer, American lawyers, United States representatives from Alabama, Politicians from Birmingham, Alabama, US Republican Party politicians
James Nelligan	1929 births, Living people, United States representatives from Pennsylvania, People from Wilkes-Barre, Pennsylvania, US Republican Party politicians
William F. Clinger Jr.	1929 births, 2021 deaths, United States representatives from Pennsylvania, US Republican Party politicians
Richard T. Schulze	1929 births, Living people, United States representatives from Pennsylvania, Businesspeople from Philadelphia, Pennsylvania, Politicians from Philadelphia, Pennsylvania, US Republican Party politicians
Skip Bafalis	1929 births, Living people, United States representatives from Florida, Politicians from Boston, Massachusetts, US Republican Party politicians
George Gekas	1930 births, Living people, United States representatives from Pennsylvania, People from Harrisburg, Pennsylvania, US Republican Party politicians
Michael Bilirakis	1930 births, Living people, United States representatives from Florida, US Republican Party politicians
Martha Keys	1930 births, Living people, United States representatives from Kansas, US Democratic Party politicians, Kansas Democrats
Andy Ireland	1930 births, Living people, United States representatives from Florida, Politicians from Cincinnati, Ohio, US Republican Party politicians, US Democratic Party politicians
Alec G. Olson	1930 births, Living people, Lieutenant Governors of Minnesota, United States representatives from Minnesota, US Democratic Party politicians
John Bertrand Conlan	1930 births, 2021 deaths, United States representatives from Arizona, Politicians from Illinois, People from Oak Park, Illinois, US Republican Party politicians
Edward G. Biester Jr.	1931 births, Living people, American judges, United States representatives from Pennsylvania, Politicians from Philadelphia, Pennsylvania, US Republican Party politicians
Connie Morella	1931 births, Living people, United States representatives from Maryland, Ambassadors of the United States, Politicians from Massachusetts, US Republican Party politicians
Arlen Erdahl	1931 births, Living people, United States representatives from Minnesota, US Republican Party politicians
Bill Burlison	1931 births, 2019 deaths, United States representatives from Missouri, Politicians from Maryland, US Democratic Party politicians
John E. Cunningham	1931 births, Living people, United States representatives from Washington, Politicians from Chicago, US Republican Party politicians
Lee H. Hamilton	1931 births, Living people, United States representatives from Indiana, Politicians from Florida, US Democratic Party politicians, People from Daytona Beach, Florida
Walter E. Powell	1931 births, 2020 deaths, United States representatives from Ohio, US Republican Party politicians
Bill Clay	1931 births, Living people, United States representatives from Missouri, American environmentalists, Politicians from St. Louis, Missouri, US Democratic Party politicians
Austin serial bombings	2018 murders in the United States, 2010s crimes in Texas, Attacks on buildings and structures in 2018, Attacks on buildings and structures in the United States, Explosions in the United States, History of Austin, Texas, Explosions in 2018, March 2018 events, Murder in Texas
Alexej von Jawlensky	1864 births, 1941 deaths, Russian painters
Riverside F.C.	1899 establishments in the United Kingdom, 1900s disestablishments in the United Kingdom, 1902 disestablishments, 1890s establishments in Wales
Riverside Albion F.C.	1902 establishments in Europe, 1900s establishments in the United Kingdom, 1900s disestablishments in the United Kingdom, 1908 disestablishments, 20th century establishments in Wales
Sustainability in Conwy	Wales
Windows NT 3.51	Microsoft operating systems
Ruble	Currency of Europe
Phillips, Wisconsin	Cities in Wisconsin, County seats in Wisconsin
Orphism (religion)	Ancient Greece, Religion
Interpretatio graeca	Ancient Rome, Latin words and phrases, Roman mythology, Etruscan civilization, Greek mythology, Religion
Section sign	Punctuation, Law
