William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Dick Gautier	1931 births, 2017 deaths, Actors from Culver City, California, American movie actors, American stage actors, American television actors, American voice actors, Comedians from Los Angeles County, California, Disease-related deaths in Los Angeles, Singers from Los Angeles County, California
Yama Buddha	1987 births, 2017 deaths, Nepalese singers, Rap musicians
Inner peace	Peace, Meditation
Marchspitze	Allgäu Alps, Mountains of Austria, Tyrol (state)
Bretterspitze	Allgäu Alps, Mountains of Austria, Tyrol (state)
Bockkarkopf	Allgäu Alps, Geography of Bavaria, Tyrol (state), Mountains of Austria, Mountains of Germany
Lieutenant Governor of Iowa	Lieutenant Governors of Iowa
Rudolf Slánský	1901 births, 1952 deaths, Communist politicians, Czech Jews, Czechoslovak politicians, Jewish politicians, People executed by hanging
Aero Caribbean Flight 883	2010 aviation disasters, 2010 in North America, 2010s disasters in North America, November 2010 events
Herbert Mies	1929 births, 2017 deaths, German communist politicians, People from Mannheim, Politicians from Baden-Württemberg
Ferdinand Peroutka	1895 births, 1978 deaths, Czech journalists, Czech writers
Richard Divall	1945 births, 2017 deaths, Conductors, Disease-related deaths in Victoria (Australia), Musicians from Sydney, Officers of the Order of the British Empire, Order of Australia
After Eight	Candy
Biberkopf	Allgäu Alps, Geography of Bavaria, Tyrol (state), Mountains of Austria, Mountains of Germany
Hornbach chain	Allgäu Alps, Mountain ranges of the Alps, Mountain ranges of Germany, Mountains of Austria
Carlos Fernández Gondín	1938 births, 2017 deaths, Cuban politicians
Ryszard Parulski	1938 births, 2017 deaths, Polish sportspeople, People from Warsaw
James Fairfax	1933 births, 2017 deaths, Australian businesspeople, Australian philanthropists, People from Sydney
James Ferguson-Lees	1929 births, 2017 deaths, British scientists, Ornithologists
Jan Szczepański	1939 births, 2017 deaths, Polish sportspeople, Boxers
Eddie Long	1953 births, 2017 deaths, Deaths from cancer, American Baptists, People from North Carolina, People from Georgia (U.S. state)
Frank Spellman	1922 births, 2017 deaths, Jewish American sportspeople, Sportspeople from Pennsylvania
Xavier University	Big East Conference, 1931 establishments in the United States, Colleges and universities in Ohio, 20th-century establishments in Ohio
Greg Trooper	1956 births, 2017 deaths, Deaths from pancreatic cancer, Cancer deaths in Tennessee, American singer-songwriters, American guitarists, American pianists, Singers from New Jersey, Musicians from New Jersey, Writers from New Jersey
Super Mario Run	2016 video games, IOS games, Mario platform games, Nintendo video games, Video games developed in Japan, Android (operating system) games
David Modell	1960 births, 2017 deaths, Deaths from lung cancer, Businesspeople from Ohio, Businesspeople from Baltimore, Maryland, People from Willoughby, Ohio, Sportspeople from Baltimore, Maryland
Willoughby, Ohio	Cities in Ohio
Harwood Heights, Illinois	Villages in Illinois, Settlements in Cook County, Illinois, Suburbs of Chicago, Illinois
Mohammed bin Faisal Al Saud	1937 births, 2017 deaths, Saudi Arabian businesspeople
Nicodemo Scarfo	1929 births, 2017 deaths, American gangsters, People from Brooklyn
John Wightman	1938 births, 2017 deaths, Deaths from respiratory failure, American mayors, Politicians from Nebraska, US Republican Party politicians, State legislators of the United States, People from North Platte, Nebraska
Claude Steiner	1935 births, 2017 deaths, Naturalized citizens of the United States, American psychologists, Writers from Paris, Writers from California
Kevin Starr	1940 births, 2017 deaths, Deaths from myocardial infarction, American historians, Writers from San Francisco
Steve Dillon	1962 births, 2016 deaths, Artists from London, Comics artists, Deaths from appendicitis, Disease-related deaths in New York City, People from Bedfordshire
The Chainsmokers	Musical groups from New York City, American pop music groups
Krottenspitze	Allgäu Alps, Geography of Bavaria, Tyrol (state), Mountains of Austria, Mountains of Germany
Rick Parfitt	1948 births, 2016 deaths, Deaths from sepsis, Infectious disease deaths in Spain, English singer-songwriters, English rock guitarists, English rock singers, Singers from Surrey, Musicians from Surrey, Writers from Surrey, People from Woking
Marbella	Cities in Andalusia, Municipalities in Andalusia
Howard Shore	Academy Award winning composers, Golden Globe Award winning composers, Grammy Award winners, 1946 births, Living people, Canadian composers, People from Toronto
Inauguration of Donald Trump	2017 in the United States, Donald Trump, January 2017 events, United States presidential inaugurations, 2010s in Washington, D.C.
Sumiko Mizukubo	1916 births, Living people, Japanese movie actors, Japanese centenarians, Silent movie actors, Actors from Tokyo
Amin Nasir	1968 births, 2017 deaths, Asian footballers, Deaths from colorectal cancer, Football managers, Singaporean people
Barry Cassin	1924 births, 2017 deaths, Irish movie actors, Irish television actors, Irish stage actors, Actors from Dublin
List of longest-living state leaders	Lists of heads of state, Heads of government
Lists of state leaders by age	Lists of state leaders by age
Shigeru Kōyama	1929 births, 2017 deaths, Deaths from pneumonia, Disease-related deaths in Japan, Japanese stage actors, Japanese military people, Japanese movie actors, People from Hiroshima Prefecture, Japanese television actors
Franca Sozzani	1950 births, 2016 deaths, Disease-related deaths in Italy, Italian writers, Italian journalists, Mantua, People from Lombardy
Aleksandr Ezhevsky	1915 births, 2017 deaths, Centenarians, Russian engineers, Recipients of the Order of Lenin, Russian politicians, Soviet politicians
Franz Jarnach	1943 births, 2017 deaths, Actors from North Rhine-Westphalia, Cardiovascular disease deaths in Germany, Deaths from myocardial infarction, German pianists, German rock musicians, German television actors, Musicians from North Rhine-Westphalia, People from Bonn
Zdeněk Svěrák	1936 births, Living people, Czech screenwriters
Vicki Lansky	1942 births, 2017 deaths, American children's writers, Deaths from cirrhosis, Disease-related deaths in Minnesota, Writers from Louisville, Kentucky, Writers from New York
Cuvier's dwarf caiman	Crocodilia, Animals of South America
Věra Čáslavská	1942 births, 2016 deaths, Czechoslovak people, Female athletes, Gymnasts, Sportspeople from Prague
Brachistochrone curve	Mathematics, Mechanics, Physics
Heliodor Píka	1897 births, 1949 deaths, Czechoslovak people, European military people, Generals
Dermot Gallagher	1944 births, 2017 deaths, Irish politicians, Civil servants, Ambassadors to the United States
Han Peixin	1919 births, 2017 deaths, Deaths from cardiac arrest, Chinese politicians, Communists
Jiří Navrátil	1923 births, 2017 deaths, Activists, Anti-Communists, People from Prague
Eugene Cernan	1934 births, 2017 deaths, Apollo astronauts, Engineers from Illinois, American aviators, Scientists from Chicago
Jan Jánský	Czechoslovak scientists, 1873 births, 1921 deaths, Deaths from coronary artery disease
Emil Zátopek	1922 births, 2000 deaths, Czech sportspeople, Czechoslovak people, Male athletes, Olympic gold medalists
John W. Young	1930 births, Apollo astronauts, 2018 deaths, Deaths from pneumonia, Disease-related deaths in Texas, American astronauts, American aviators, Engineers from California, Scientists from San Francisco
Len Deighton	1929 births, Living people, British historians, Writers from London
Sergei Makarov	1958 births, Olympic gold medalists, Russian ice hockey players
Aswat	Human rights organizations in Asia, 2001 establishments in Asia
Kaliningrad Time	Time zones
Hans Berliner	1929 births, 2017 deaths, American chess players, American computer scientists, German Jews, Jewish American academics, Jewish American sportspeople, Naturalized citizens of the United States, Refugees from Nazism, Scientists from Berlin
David Poythress	1943 births, 2017 deaths, American military people, Politicians from Georgia (U.S. state), US Democratic Party politicians
M. M. Ruhul Amin	1942 births, 2017 deaths, Bangladeshi politicians, Bangladeshi Muslims, Chief justices, Deaths from disease
Great Comet of 1811	Comets
Dion, Pieria	Ancient Greece, Villages in Greece
Chrysaor	Greek legendary creatures
Christen-Democratisch en Vlaams	Christian democratic parties, Political parties in Europe, Politics of Belgium
Colo (gorilla)	1956 births, 2017 deaths, Individual animals, Ohio
Killing of Harambe	1999 births, 2016 deaths, Deaths by firearm in the United States, Individual animals, 2016 in the United States, 2010s in Ohio, Cincinnati, Ohio, Deaths by firearm, May 2016 events
American Pharoah	Thoroughbred racehorses
Rockabye	Pop songs, 2016 songs
Donald Trump Jr.	1977 births, Living people, Businesspeople from New York City, Children of Presidents of the United States, Trump family, Writers from New York City, American conservatives, American political writers, Television personalities from New York City, American political activists
Eric Trump	1984 births, Living people, American philanthropists, Businesspeople from New York City, Children of Presidents of the United States, Trump family
Tiffany Trump	1993 births, Living people, Models from Florida, Businesspeople from New York City, Children of Presidents of the United States, American Internet celebrities, Businesspeople from Florida, Trump family
Fred Trump	1905 births, 1999 deaths, American criminals, American philanthropists, Businesspeople from New York City, Deaths from pneumonia, Real estate developers, People with Alzheimer's disease, Trump family
Maryanne Trump Barry	1937 births, Living people, American judges, Politicians from New York City, Trump family, US Republican Party politicians, Women judges
William A. Hilliard	1927 births, 2017 deaths, American editors, Journalists from Chicago
Oscar López Rivera	1943 births, Living people, Puerto Rican people, Terrorists
Christopher C. Kraft Jr.	1924 births, 2019 deaths, Engineers from Virginia, NASA, Scientists from Virginia
Peter Jones (politician)	1933 births, 2017 deaths, Liberal Party of Australia politicians, Order of Australia, Politicians from Tasmania, Politicians from Western Australia, People from Launceston, Tasmania
Ronald Buxton	1923 births, 2017 deaths, British engineers, Conservative MPs (UK), English politicians, People from Norfolk
Nigel Spearing	1930 births, 2017 deaths, Deaths from Alzheimer's disease, Disease-related deaths in England, English politicians, Labour MPs (UK), People from Hammersmith, Politicians from London
Les Lazarowitz	1941 births, 2017 deaths, American engineers, Cancer deaths in Florida
Claude Lebey	1923 births, 2017 deaths, French critics
Steve Wright (bassist)	1950s births, 2017 deaths, American bass guitarists, Cardiovascular disease deaths in California, Deaths from myocardial infarction, Musicians from California
Sergei Aman	1957 births, Living people, People from Moscow, Russian writers, Russian novelists, Writers from Moscow, Russian journalists
Brenda C. Barnes	1950s births, 2017 deaths, Businesspeople from Chicago, American chief executives, Cardiovascular disease deaths in Chicago, Deaths from stroke
Yaron Ben-Dov	1970 births, 2017 deaths, Disease-related deaths in Israel, Israeli footballers, Jewish Israeli sportspeople
Srirangam	Islands of India, Tiruchirapalli District
Ion Besoiu	1931 births, 2017 deaths, Romanian movie actors, Romanian television actors, Romanian stage actors
Gustav Frištenský	Czech sportspeople, 1879 births, 1957 deaths, Strength athletes
Dzemijetul Hajrije	Islam, Immigration, Organizations based in the United States, 1906 establishments in the United States
Nagham Nawzat Hasan	Women who received the International Women of Courage Award, Kurdish people, Living people
Sinjar	Cities in Iraq
Takobeya labour	History of Japan, Imprisonment and detention, Labor, Poverty
Latifa Ibn Ziaten	French people, Living people, Activists, Women who received the International Women of Courage Award
Peter Abrahams	1919 births, 2017 deaths, People from Johannesburg, Jamaican people, South African writers
Yosl Bergner	1920 births, 2017 deaths, Austrian Jews, Israeli Jews, Israeli painters, Jewish artists, Naturalized citizens of Israel, People from Vienna, People from Warsaw, Polish Jews
Charles "Bobo" Shaw	1947 births, 2017 deaths, American drummers, American jazz musicians, Disease-related deaths in Missouri, Musicians from Mississippi
Rachael Heyhoe Flint, Baroness Heyhoe Flint	1939 births, 2017 deaths, English sportspeople, English philanthropists, English businesspeople, People from Wolverhampton
Kingston Parish, Jamaica	Parishes of Jamaica
Saint Andrew Parish, Jamaica	Parishes of Jamaica
Portland Parish, Jamaica	Parishes of Jamaica
Saint Thomas Parish, Jamaica	Parishes of Jamaica
Clarendon Parish, Jamaica	Parishes of Jamaica
Manchester Parish, Jamaica	Parishes of Jamaica
Saint Ann Parish, Jamaica	Parishes of Jamaica
Saint Catherine Parish, Jamaica	Parishes of Jamaica
Saint Mary Parish, Jamaica	Parishes of Jamaica
Saint Elizabeth Parish, Jamaica	Parishes of Jamaica
Saint James Parish, Jamaica	Parishes of Jamaica
Hanover Parish, Jamaica	Parishes of Jamaica
Trelawny Parish, Jamaica	Parishes of Jamaica
Westmoreland Parish, Jamaica	Parishes of Jamaica
Willow Shields	2000 births, Living people, American child actors, American dancers, American movie actors, American television actors, Actors from Albuquerque, New Mexico, Twin people from the United States
New Medical Gazette	Newspapers, Russia, 1992 establishments in Russia
Andrei Gusev	1952 births, Living people, People from Moscow, Russian writers, Russian novelists, Writers from Moscow, Russian journalists
William Margold	1943 births, 2017 deaths, Actors from Washington, D.C., American movie directors, American pornographic actors, Pornographic movie directors
Rodney Bennett	1935 births, 2017 deaths, British television directors
Hisham Al-Otaibi	1946 births, 2017 deaths, Asian politicians, Engineers, Kuwaiti people
John Little (footballer)	1930 births, 2017 deaths, Scottish footballers, Sportspeople from Calgary
Yaacov Zilberman	1954 births, Living people, Chess grandmasters, Jewish Israeli sportspeople, Naturalized citizens of Israel, Soviet sportspeople
École nationale supérieure d'informatique pour l'industrie et l'entreprise	Technical colleges and universities, Colleges and universities in France, 1968 establishments in Europe, Strasbourg, 1960s establishments in France
Eddie Filgate	1915 births, 2017 deaths, Centenarians, Fianna Fáil politicians, People from County Louth
Robert Timlin	1932 births, 2017 deaths, American judges, Politicians from Buffalo, New York
Daniel Vischer	1950 births, 2017 deaths, Cancer deaths in Switzerland, People from Basel, Swiss politicians
Ludvík Svoboda	1895 births, 1979 deaths
Kendang	Drums
Vasco Núñez de Balboa	Spanish explorers, 1475 births, 1519 deaths, Executed people
Eldar Kuliev	1951 births, 2017 deaths, Soviet writers, Russian screenwriters, Russian movie directors, Writers from Moscow
Ciel Bergman	1938 births, 2017 deaths, American painters, People from Berkeley, California
Babette Cole	1950 births, 2017 deaths, English children's writers
Steven Plaut	1951 births, 2017 deaths, American economists, Deaths from kidney cancer, Israeli academics, Israeli Jews, Israeli scientists, Jewish academics, Jewish American academics, Jewish American scientists, Naturalized citizens of Israel, Writers from Philadelphia, Pennsylvania
Jalal Allakhverdiyev	1929 births, 2017 deaths, Azerbaijani people, Mathematicians
Teori Zavascki	1948 births, 2017 deaths, Aviation deaths, Judges, Brazilian politicians
Loalwa Braz	1953 births, 2017 deaths, Murdered musicians, Brazilian singers, Brazilian writers, Singer-songwriters, People from Rio de Janeiro
Miguel Ferrer	1955 births, 2017 deaths, Deaths from throat cancer, American movie actors, American television actors, American voice actors, Actors from Santa Monica, California
José Ferrer	Academy Award winning actors, Golden Globe Award winning actors, Tony Award winning actors, 1912 births, 1992 deaths, Deaths from colorectal cancer, Puerto Rican actors, Puerto Rican movie actors, Puerto Rican television actors, Stage actors, Movie directors, People from San Juan, Puerto Rico
Mike Kellie	1947 births, 2017 deaths, English rock guitarists, English rock drummers, Musicians from Birmingham
Wayne Barrett	1945 births, 2017 deaths, Deaths from lung cancer, American journalists, Writers from Connecticut, Writers from New York City, Columbia University faculty
Shaimaa Sabbagh	1984 births, 2015 deaths, Activists, Egyptian poets, Poets
Red Adams	1921 births, 2017 deaths, Baseball players from California, Chicago Cubs players, California Angels players
Samayapuram Mariamman Temple	Hindu temples, Tiruchirapalli District
Alanganallur	Madurai district
Akhilesh Yadav	1973 births, Politicians from Uttar Pradesh, Living people
Abdul Kalam Island	Islands of India
Pulicat Lake	Andhra Pradesh, Lakes of India
Primogeniture	Law
Journalists (novel)	2010s books, Fantasy books, Novels
Jimmy Cliff	1948 births, Living people, Converts to Islam, Jamaican singers, Reggae musicians
Padma River	Rivers of Bangladesh, National symbols of Bangladesh
Molecular machine	Machines, Molecular biology
Trent Robinson	1977 births, Living people, Australian rugby league players, Coaches
National parks of Fiji	National parks in Oceania, Fiji, Lists of national parks, Oceania-related lists
Hans Breukhoven	1946 births, 2017 deaths, Cancer deaths in London, Deaths from pancreatic cancer, Dutch businesspeople, People from Rotterdam
Château Frontenac	Hotels
Western Region (Iceland)	Regions of Iceland
Öfnerspitze	Allgäu Alps, Geography of Bavaria, Tyrol (state), Mountains of Austria, Mountains of Germany
Les Demoiselles d'Avignon	Paintings, Works about prostitution
James S. Vlasto	1934 births, 2017 deaths, Deaths from COPD, Writers from New York City
Jan Kruis	1933 births, 2017 deaths, Comics artists, People from Rotterdam
Ger van Mourik	1931 births, 2017 deaths, Dutch footballers, Sportspeople from Amsterdam
Edwin Pope	1928 births, 2017 deaths, Cancer deaths in Florida, American journalists, Writers from Georgia (U.S. state)
Klaus Huhn	1928 births, 2017 deaths, German journalists, Writers from Berlin
Harry J. Middleton	1921 births, 2017 deaths, American journalists, American historians, Writers from Iowa
JYP Entertainment	South Korean record labels
Trettachspitze	Allgäu Alps, Geography of Bavaria, Mountains of Germany
Wakinosaurus	Dinosaurs of Asia
Sixpence (British coin)	British currency
Survival mode	Video game design, Video game gameplay
Noppenspitze	Allgäu Alps, Mountains of Austria
Altusried	Oberallgäu
Nemegtosaurus	Titanosaurs, Cretaceous dinosaurs
Bad Hindelang	Oberallgäu
Oberstaufen	Oberallgäu
Nomen dubium	Zoology, Taxonomy
Wiggensbach	Oberallgäu
Hochvogel	Allgäu Alps, Geography of Bavaria, Tyrol (state), Mountains of Austria, Mountains of Germany
Shaft (movie)	1970s crime drama movies, 1971 drama movies, American crime drama movies
Arrondissements of the Cantal department	Arrondissements of France, Auvergne-Rhône-Alpes
Gordon Parks	Musicians from Kansas, Writers from Kansas, American photographers, American movie directors, Cancer deaths in New York City, 1912 births, 2006 deaths
Ahmed Gailani	2017 deaths, 1932 births, Afghan politicians, Deaths from disease, Muslims, Pashtun people
Charles Liteky	1931 births, 2017 deaths, American activists, American military personnel of the Vietnam War, American Roman Catholics, People from Washington, D.C., United States Army Medal of Honor recipients
Philip Bond (actor)	1934 births, 2017 deaths, English movie actors, English television actors, People from Staffordshire
Balderschwang	Oberallgäu
Diana Thorneycroft	1956 births, Living people, Canadian photographers
Opisthocoelicaudia	Titanosaurs, Cretaceous dinosaurs
Betzigau	Oberallgäu
Acorn squash	Vegetables
Blaichach	Oberallgäu
Obermaiselstein	Oberallgäu
Bolsterlang	Oberallgäu
Arrondissement of Aurillac	Arrondissements of France, Auvergne-Rhône-Alpes
Arrondissement of Mauriac	Arrondissements of France, Auvergne-Rhône-Alpes
Buchenberg	Oberallgäu
Arrondissement of Saint-Flour	Arrondissements of France, Auvergne-Rhône-Alpes
Burgberg im Allgäu	Oberallgäu
Nurosaurus	Sauropods, Cretaceous dinosaurs
Stanley Park	1888 establishments in Canada, Vancouver, Botanical gardens, Zoos, Aquariums
Dietmannsried	Oberallgäu
Durach	Oberallgäu
Fischen	Oberallgäu
Lída Baarová	1914 births, 2000 deaths, Czech movie actors
Walter Benz	1931 births, 2017 deaths, German academics, German mathematicians, People from Mainz, University of Waterloo
Tibetan antelope	Caprids, Mammals of Asia
John Hanson	1938 births, 2017 deaths, British businesspeople, British historians, British educators, British politicians, British writers, People from Sheffield
Vahit Melih Halefoğlu	1919 births, 2017 deaths, Turkish politicians, Ambassadors of Turkey
The Roches	1973 establishments in the United States, Folk music groups, American rock bands, People from Park Ridge, New Jersey, 1970s establishments in New Jersey
Veljo Tormis	1930 births, 2017 deaths, Composers, Estonian musical entertainers
John Watkiss	1961 births, 2017 deaths, Deaths from cancer, British artists, Comics artists, People from Stoke-on-Trent
Dan Caspi	1945 births, 2017 deaths, Israeli academics, Israeli activists, Israeli journalists, Jewish academics, Jewish activists, Jewish Israeli writers, Naturalized citizens of Israel, Romanian Jews
İlhan Cavcav	1935 births, 2017 deaths, Deaths from cerebral hemorrhage, Turkish businesspeople, People from Ankara
Chen Yu-mei	1966 births, 2017 deaths, Taiwanese politicians, Civil servants
Cristina Adela Foișor	1967 births, 2017 deaths, Deaths from pneumonia, Romanian sportspeople, Chess players
Andy Marte	1983 births, 2017 deaths, Road accident deaths, Dominican Republic sportspeople, Atlanta Braves players, Cleveland Indians players, Arizona Diamondbacks players
József Torgyán	1932 births, 2017 deaths, Deaths from heart failure, Hungarian politicians, Lawyers
Pete Overend Watts	1947 births, 2017 deaths, Deaths from throat cancer, English rock guitarists, Musicians from Birmingham
Yordano Ventura	1991 births, 2017 deaths, Road accident deaths, Dominican Republic sportspeople, Kansas City Royals players
Jaki Liebezeit	1938 births, 2017 deaths, Deaths from pneumonia, German pianists, Saxophonists, Drummers, People from Dresden
Park Ridge, New Jersey	Boroughs in New Jersey
ELF/Filecoder.A	Malware
Parliament of India	Government of India
Hollywood Sign	Buildings and structures in Los Angeles, California
Jefferson Memorial	Thomas Jefferson, Buildings and structures in Washington, D.C.
The World According to Novikoff (novel)	2006 books, Novels, Fantasy books
Moshe Gershuni	1936 births, 2017 deaths, Israeli Jews, Israeli painters, Israeli sculptors, Jewish artists, People from Tel Aviv
Special Administrative Region	Geography of China
Kasaragod	Kerala
Sri Jayawardenepura Kotte	Settlements in Sri Lanka, Capital cities in Asia
Haldenwang, Oberallgäu	Oberallgäu
Deinocheirus	Cretaceous dinosaurs
Dmytro Grabovskyy	1985 births, 2017 deaths, Cyclists, Deaths from myocardial infarction, Jewish Israeli sportspeople, Naturalized citizens of Israel, Soviet Jews, Ukrainian Jews, Ukrainian sportspeople
Gorden Kaye	1941 births, 2017 deaths, English movie actors, English television actors, English stage actors, English comedians, Actors from Yorkshire, People from Huddersfield
Ruth Samuelson	1959 births, 2017 deaths, Deaths from ovarian cancer, Politicians from South Carolina, Politicians from North Carolina, US Republican Party politicians
Time in Russia	Time by country, Russia
SpongeBob SquarePants (season 1)	SpongeBob SquarePants seasons, 1999 television seasons, 2000 television seasons, 2001 television seasons
SpongeBob SquarePants (season 3)	SpongeBob SquarePants seasons, 2000s television seasons, 2001 television seasons
Samhain	Festivals
Andrew Telegdi	1946 births, 2017 deaths, Hungarian politicians, People from Budapest, Politicians from Ontario, Privy Councillors (Canada)
FAW Group	China
Richard DeVos	1926 births, 2018 deaths, Infectious disease deaths in the United States, American Calvinists, Businesspeople from Grand Rapids, Michigan, Richard DeVos
Cère	Rivers of France, Auvergne-Rhône-Alpes, Nouvelle-Aquitaine, Occitanie
California National Party	Political parties in the United States, 2015 establishments in California, Politics of California
Yes California	Political activists
Administrator of the Small Business Administration	Administrators of the Small Business Administration, 1953 establishments in the United States
Vincent Viola	1956 births, Living people, American philanthropists, American military people, Businesspeople from New York City
Heather Wilson	1960 births, Living people, Businesspeople from New Hampshire, Businesspeople from New Mexico, American military people, American educators, Politicians from New Hampshire, United States representatives from New Mexico, United States Secretaries of the Air Force, US Republican Party politicians
The Mirage	Hotels, Buildings and structures in Nevada, Las Vegas, Nevada
Marta Kubišová	1942 births, Living people, Czech singers
Ouija board	Board games
Plomb du Cantal	Mountains of France, Auvergne-Rhône-Alpes
Xin Zhui	Emperors and Empresses of China, Chinese royalty, Deaths from hypertension
Table (landform)	Landforms
Meierijstad	Meierijstad, 2017 establishments in the Netherlands
Chandannagar	Cities in India
Abenaki language	Languages of North America
Stencil	Printing
Virender Sehwag	Indian cricketers, Living people, Year of birth missing (living people)
Place of articulation	Anatomy
Naqsh Lyallpuri	1927 births, 2017 deaths, Indian writers, Songwriters
Henry McMaster	1947 births, Living people, Governors of South Carolina, US Republican Party politicians, Lieutenant Governors of South Carolina
Lawrence Kudlow	1947 births, Living people, Directors of the National Economic Council, American columnists, American economists, American journalists, American Roman Catholics, American television personalities, Bloggers, Jewish American entertainers, Jewish American writers, People from Englewood, New Jersey, Television personalities from New Jersey, University of Rochester alumni, Writers from New Jersey, American bloggers
Daya (singer)	American R&B singers, American pop musicians, Musicians from Pittsburgh, Pennsylvania, Singers from Pittsburgh, Pennsylvania, 1998 births, Living people
Immenstadt	Oberallgäu
Tiliqua scincoides	Reptiles of Australia
Soweto Uprising	20th century riots, Apartheid-related violence
Siewert Öholm	1939 births, 2017 deaths, Cancer deaths in Sweden, Deaths from liver cancer, Swedish journalists, Swedish radio personalities, Swedish television presenters
Carlos Verdejo	1934 births, 2017 deaths, Chilean footballers
Chuck Weyant	1923 births, 2017 deaths, American racecar drivers, Sportspeople from Ohio
Fred André	1941 births, 2017 deaths, Dutch football managers, Dutch footballers, People from Haarlem, Sportspeople from North Holland
Søren Elung Jensen	1928 births, 2017 deaths, Danish movie actors, Danish television actors, Deaths from lung cancer, Disease-related deaths in Denmark
Perthshire	Counties of Scotland
Trehafod	Villages in Wales, 1850s establishments in the United Kingdom
Cantons of Bolivia	Cantons, Geography of Bolivia
Ad astra (phrase)	Latin phrases
Politics of the Netherlands	Politics of the Netherlands
P53	Genetics, Cancer
PIA Flight 268	1992 in Asia, 1990s disasters in Asia, Aviation disasters in Asia, Aviation disasters in the 1990s, History of Nepal, September events
Mauriac, Cantal	Subprefectures in France, Communes in Cantal
Rudolf Wille	1937 births, 2017 deaths, German mathematicians, People from Bremen (state)
Ralph Guglielmi	1933 births, 2017 deaths, American football quarterbacks, New York Giants players, Sportspeople from Columbus, Ohio, Philadelphia Eagles players, St. Louis Cardinals players, Washington Redskins players
Butch Trucks	1947 births, 2017 deaths, American rock drummers, Musicians from Jacksonville, Florida, Rock and Roll Hall of Fame inductees, Suicides by firearm in the United States
Giovanni Corrieri	1920 births, 2017 deaths, Italian cyclists, People from Sicily, Tour de France cyclists
Chuck Canfield	1932 births, 2017 deaths, Deaths from natural causes, Disease-related deaths in Minnesota, American mayors, American Christians, Businesspeople from Minnesota, Politicians from Minnesota, Independent politicians in the United States, People from Rochester, Minnesota
TAM Airlines Flight 3054	2007 aviation disasters, 2000s in Brazil
Byron Dobell	1927 births, 2017 deaths, Deaths from Parkinson's disease, Disease-related deaths in New York City, American artists, American journalists, Writers from New York City
Leslie Koo	1954 births, 2017 deaths, Accidental deaths from falls, Deaths from cerebral hemorrhage, Billionaires, Taiwanese businesspeople
Tom Wolfe	1930 births, 2018 deaths, Infectious disease deaths in New York City, American journalists, Writers from Virginia, People from Richmond, Virginia
Nigel Rodley	1941 births, 2017 deaths, British activists, British lawyers, Disease-related deaths in England, Human rights activists, Jewish activists, Jewish British academics, Knights Bachelor
Alagnon	Rivers of France, Auvergne-Rhône-Alpes
Fondation IONIS	Non-profit organizations of France, Education in France
Gil Ray	1957 births, 2017 deaths, American rock drummers, American rock guitarists, American rock singers, Cancer deaths in the United States, Entertainers from Charlotte, North Carolina
Alexander Kadakin	1949 births, 2017 deaths, Ambassadors of Russia, Cardiovascular disease deaths in India, Deaths from heart failure, People from Chișinău
Katja of Sweden	1920 births, 2017 deaths, Fashion designers, Swedish people
Province of Georgia	1730s establishments in the Thirteen Colonies, 1732 establishments, 18th-century establishments in Georgia (U.S. state)
Lauben	Oberallgäu
Siamogale melilutra	Extinct species, Mustelids
Caning	Torture, Punishments
Drumchapel	Towns in Scotland
2017 Women's March	2017 in the United States, Donald Trump, Feminism, January 2017 events, Protests in the 2010s, 2010s in Washington, D.C.
Harry Mathews	1930 births, 2017 deaths, Deaths from natural causes, Disease-related deaths in Florida, American poets, American historians, American journalists, Writers from New York City, Writers from Massachusetts
Niki de Saint Phalle	1930 births, 2002 deaths, Deaths from emphysema, Cancer deaths in California, French painters, French sculptors, French movie directors, People from Hauts-de-France, Pop artists
Angelino Alfano	1970 births, Living people, Italian politicians
Saint-Flour, Cantal	Subprefectures in France, Communes in Cantal
Bernard Cazeneuve	1963 births, Living people, French mayors, Prime Ministers of France, Government ministers of France, Socialist Party (France) politicians
Jack Mendelsohn	1926 births, 2017 deaths, Deaths from lung cancer, American television writers, American screenwriters, American comics artists, American painters, Writers from New York City
Azerbaijan Basketball Federation	1992 establishments in Azerbaijan, Basketball in Azerbaijan, Sport in Azerbaijan
Tam Dalyell	1932 births, 2017 deaths, Scottish politicians, Scottish writers, People from Edinburgh
River Edge, New Jersey	Towns in New Jersey
Robert Garcia (New York politician)	1933 births, 2017 deaths, Deaths from emphysema, Infectious disease deaths in the United States, People from the Bronx, Politicians from New York City, United States representatives from New York, US Democratic Party politicians
Robert Garcia (California politician)	1977 births, Living people, American mayors, Gay men, LGBT people from California, LGBT politicians, People from Lima, People from Long Beach, California, US Democratic Party politicians
Missen-Wilhams	Oberallgäu
Robert Folsom	1927 births, 2017 deaths, Mayors of Dallas, Real estate developers, Deaths from natural causes
Billy Simpson	1929 births, 1958 FIFA World Cup players, 2017 deaths, Northern Irish footballers, People from Belfast
Rory McIlroy	1989 births, Living people, British golfers, Members of the Order of the British Empire, Northern Irish sportspeople
Banggai cardinalfish	IUCN Red List endangered species
Ofterschwang	Oberallgäu
Bimba Bosé	1975 births, 2017 deaths, Actors from Madrid, Actors from Rome, Cancer deaths in Spain, Deaths from breast cancer, Spanish models, Spanish movie actors, Spanish singers, Spanish television actors
