Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Tharon	Puya, Literature
IPhone 12 Pro	iPhone, Mobile phones with multiple rear cameras, Mobile phones with 4K video recording, IPhones released in 2020
Khwaja Manzar Hassan	Poets
AfriMusic Song Contest	Music competitions, 2010s establishments in Africa, 2018 establishments
Doug LaMalfa	1960 births, United States representatives from California, US Republican Party politicians, Living people
Ashkan Dejagah	1986 births, Iranian footballers, German footballers, Sportspeople from Tehran, Iranian expatriate footballers, Tractor S.C. players, Living people
Ancient Moirang	History of India
2021 Portuguese presidential election	January 2021 events, 21st century in Portugal, 2021 elections
Echizen forged knives	Manufacturing
Gangs of New York	2002 crime movies, American epic movies, American crime movies, Movies directed by Martin Scorsese, Movies based on books
Leonard Harris	1929 births, 2011 deaths, Deaths from pneumonia, American movie actors, American television actors, American stage actors, American critics, Writers from New York City, Actors from New York City
RTBF	20th century establishments in Belgium, 1977 establishments in Europe, Television networks, Brussels
Windows NT 5.x	Microsoft operating systems
Iputhou Pakhangba Laishang	Temples in India, Meitei religion
Atlassian	2000s establishments in Australia, 2002 establishments, Companies of Australia, Software
Two-party system	Political systems
Median voter theorem	Economics
California's 1st congressional district	Congressional districts of California
Katsuyama Castle Museum	Castles in Japan, Museums in Japan, Fukui Prefecture, Buildings and structures in Fukui Prefecture
Sylvirana mortenseni	Animals of Asia, Frogs
Rabeya Khatun	1935 births, 2021 deaths, Bangladeshi writers, Short story writers, Novelists, Bangla Academy Literary Award winners, Recipients of the Ekushey Padak, Bangladeshi Muslims, Recipients of the Independence Day Award
Lyft	2010s establishments in California, 2012 establishments in the United States, Companies listed on NASDAQ, American transport companies, Companies based in San Francisco
Ucanha	Maya civilization, Archaeological sites in Mexico, Yucatán (state)
Insemination	Sexuality
Abiu	Tropical fruit, Sapotaceae
Sabae, Fukui	Cities in Japan, Settlements in Fukui Prefecture
Ted Turner (guitarist)	1950 births, Living people, English guitarists, Musicians from Birmingham, English singer-songwriters
Buissard	Communes in Hautes-Alpes
Saint-Julien-en-Champsaur	Communes in Hautes-Alpes
Forest-Saint-Julien	Communes in Hautes-Alpes
Saint-Laurent-du-Cros	Communes in Hautes-Alpes
GeForce	American technology companies
AMD Radeon	Computer hardware companies
Cypronia	Video game companies, Slovakia
California's 36th congressional district	Congressional districts of California
Coachella, California	Cities in California, Settlements in Riverside County, California
Cathedral City, California	Cities in California, Settlements in Riverside County, California
Colorado Desert	Deserts, Geography of California
2021 Palmas FR plane crash	2021 disasters, 2021 in South America, 2020s in Brazil, Aviation disasters in the 2020s, Disasters in South America, January 2021 events
Steven T. Kuykendall	1947 births, 2021 deaths, American Presbyterians, United States representatives from California, US Republican Party politicians, Deaths from pulmonary fibrosis
Sifis Valirakis	1943 births, 2021 deaths, Greek politicians, Accidental deaths by drowning
Eretria	Towns in Greece
Joseph Sonnabend	1933 births, 2021 deaths, Researchers, South African scientists, Physicians, South African writers
Patrick O'Donoghue (bishop)	1934 births, 2021 deaths, Irish people, Roman Catholic bishops
Moshe Moskowitz	1925 births, 2021 deaths, Jewish Israeli politicians
Jean-Pierre Michel	1938 births, 2021 deaths, French politicians
Trévenans	Communes in Territoire de Belfort
Sigvard Marjasin	1929 births, 2021 deaths, Deaths from the COVID-19 pandemic in Sweden, Trade unionists, Swedish politicians
Abdullahi Ibrahim	2021 deaths, 1939 births, Nigerian politicians, Deaths from the COVID-19 pandemic in Nigeria
Jóhannes Eðvaldsson	1950 births, 2021 deaths, Icelandic footballers, People from Reykjavík
Cornish Canadians	Ethnic groups in Canada
California's 42nd congressional district	Congressional districts of California
Peter Thorburn	1939 births, 2021 deaths, Coaches, New Zealand rugby union players, Sportspeople from Auckland
P-pop	P-pop
Hyperpower	Countries, Politics by issue
Thomas Sandgaard	Inventors, Business people, Guitarists, Rock musicians
Fujifilm	1930s establishments in Japan, 1934 establishments, Technology companies of Japan, Electronics companies
High-definition map	Cartography, Automotive technologies
Nataliya Resh	Living people, 1980 births
Revolving door	Everyday life, Architectural elements, Gates
National Anthem of the Islamic Republic of Iran	Iran, National anthems
Sliding door	Everyday life, Architecture, Gates
Hen Wlad Fy Nhadau	Wales, National anthems
Masada Iosefa	1988 births, 2021 deaths, Accidental deaths in Australia, Road accident deaths, Rugby league players
Echizen Washi	Japanese culture
Sylvirana guentheri	Animals of Asia, Frogs
Wakasa Lacquerware	Ceramics, Japanese culture
António Cardoso e Cunha	1933 births, 2021 deaths, Portuguese politicians, European Union politicians
Kenneth Z. Altshuler	1929 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, American psychiatrists, American psychologists, American academics, Scientists from New Jersey, Scientists from Dallas, Texas, People from Paterson, New Jersey
Paul Kölliker	1932 births, 2021 deaths, Swiss sportspeople, Olympians, Rowers
Jim MacGeorge	1928 births, 2021 deaths, American movie actors, American television actors, American television writers, American voice actors
Jean Dumont (politician)	French politicians, 1930 births, 2021 deaths
Thouars	Communes in Deux-Sèvres
Joyce Hearn	1929 births, 2021 deaths, State legislators of the United States, Politicians from Georgia (U.S. state), Politicians from South Carolina, US Republican Party politicians, Businesspeople from Georgia (U.S. state), Businesspeople from South Carolina
Jean-Pierre Baeumler	French mayors, 1948 births, 2021 deaths
Jorunn Kirkenær	1926 births, 2021 deaths, People from Oslo, Norwegian stage actors, Ballerinas, Choreographers
National Theatre (Oslo)	19th century establishments in Norway, 1899 establishments in Europe, Theatres, Buildings and structures in Norway, Oslo
Assembly of the Republic (Portugal)	Portugal
Jevrem Brković	1933 births, 2021 deaths, Montenegrin people, Poets, Journalists, Historians
Arik Brauer	1929 births, 2021 deaths, Austrian educators, Austrian poets, Singers from Vienna, Austrian architects, Austrian painters, Austrian historians, Writers from Vienna
George Armstrong (ice hockey)	1930 births, 2021 deaths, Cardiovascular disease deaths in Canada, Canadian ice hockey centres, Toronto Maple Leafs players, Ice hockey people from Ontario
Muhanna Al-Dura	1938 births, 2021 deaths, Jordanian people, Painters
Harthorne Wingo	1947 births, 2021 deaths, New York Knicks players, Sportspeople from North Carolina
Tryon, North Carolina	Towns in North Carolina
Columbus, North Carolina	County seats in North Carolina, Towns in North Carolina
Song Yoo-jung	1994 births, 2021 deaths, South Korean television actors, South Korean models
Abukari Gariba	1939 births, 2021 deaths, Ghanaian footballers, Olympians
Nilda Pedrosa	1974 births, 2021 deaths, Politicians from Miami, Florida, US Republican Party politicians, Cancer deaths in Florida
Cyril Pinder	1946 births, 2021 deaths, American football running backs, Philadelphia Eagles players, Chicago Bears players, Dallas Cowboys players, Sportspeople from Florida, Sportspeople from Illinois, People from Fort Lauderdale, Florida, People from Urbana, Illinois
Alberto Grimaldi	1925 births, 2021 deaths, Italian movie producers, People from Naples
Robert Rowland	1966 births, 2021 deaths, British businesspeople, MEPs for the United Kingdom, Former MEPs, People from Greater Manchester, Accidental deaths by drowning
Unicode block	Unicode blocks
Albert Bridge, Nova Scotia	Settlements in Nova Scotia
Chabottes	Communes in Hautes-Alpes
Self-disorder	Psychology
Champcella	Communes in Hautes-Alpes
Sophie Nélisse	2000 births, Canadian child actors, Canadian television actors, Canadian movie actors, Actors from Ontario, Living people
Paul Tonko	1949 births, United States representatives from New York, US Democratic Party politicians, People from Amsterdam, New York, Living people
Bea Miller	1999 births, American singer-songwriters, American child singers, American child actors, American movie actors, American television actors, American voice actors, Singers from New Jersey, Actors from New Jersey, Living people
Chess symbols in Unicode	Chess, Symbols, Typography
Echizen Ono Castle	Castles in Japan, Fukui Prefecture, Buildings and structures in Fukui Prefecture
Marius Swart	1941 births, 2021 deaths, Deaths from the COVID-19 pandemic in South Africa, South African politicians, South African businesspeople
Justin Lekhanya	1938 births, 2021 deaths, Prime Ministers of Lesotho
California grizzly bear	Ursidaes, Mammals of North America
Advance to the Rear	1964 comedy movies, 1960s western movies, American western movies, American comedy movies, MGM movies, Movies based on books, Movies directed by George Marshall
Guem	Algerian people, 1947 births, 2021 deaths, Singers
Paul Foytack	1930 births, 2021 deaths, Detroit Tigers players, Los Angeles Angels players, Sportspeople from Pennsylvania, People from Scranton, Pennsylvania
Spring Hill, Tennessee	Cities in Tennessee
Brock, Ontario	Settlements in Ontario
Bruce Kirby (actor)	1925 births, 2021 deaths, American movie actors, American television actors, American stage actors, American voice actors, Actors from New York City
Crash (2004 movie)	2004 drama movies, 2000s crime drama movies, Academy Award winning movies, Screen Actors Guild Award winners, Satellite Award winners, American crime drama movies
Paul Haggis	1953 births, Living people, Canadian movie directors, Canadian screenwriters, Canadian movie producers, Writers from Ontario, People from London, Ontario, Canadian television writers, Emmy Award winners, Academy Award winning writers, BAFTA Award winning writers, Satellite Award winners
Larne Borough Council	Settlements in Northern Ireland
Marcel Uderzo	1933 births, 2021 deaths, Deaths from the COVID-19 pandemic in France, French artists, Comics artists
The Boy in Blue (1986 movie)	1986 drama movies, 1980s biographical movies, Canadian drama movies, 20th Century Fox movies, Movies directed by Charles Jarrott
Sōichi Aikawa	1942 births, 2021 deaths, Deaths from respiratory failure, Japanese politicians, Mayors
David Bright (football manager)	1956 births, 2021 deaths, Botswana people, Football managers, Deaths from the COVID-19 pandemic
COVID-19 pandemic in Botswana	Botswana, COVID-19 pandemic by country
Jaoid Chiguer	1985 births, 2021 deaths, Deaths from myocardial infarction, French Olympians, Boxers
Avelino Méndez Rangel	1958 births, 2021 deaths, Deaths from the COVID-19 pandemic in Mexico, Politicians from Mexico City
Vladimír Suchánek	1933 births, 2021 deaths, Czech artists
Maryan Synakowski	1936 births, 2021 deaths, French footballers
Enrique Tábara	1930 births, 2021 deaths, People from Guayaquil, Painters, Educators
Winfried Bölke	1941 births, 2021 deaths, German cyclists
Francis Bazire	1939 births, Living people, French cyclists, French Olympians
Carlos Holmes Trujillo	1951 births, 2021 deaths, Deaths from the COVID-19 pandemic in Colombia, Ambassadors of Colombia, Mayors, Colombian politicians
Peter Vere-Jones	1939 births, 2021 deaths, New Zealand movie actors, New Zealand television actors, New Zealand stage actors, Actors from Cheshire
Ron Johnson (baseball)	1956 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, Kansas City Royals players, Montreal Expos players, Sportspeople from California, People from Long Beach, California
Sergei Eduardovich Prikhodko	1957 births, 2021 deaths, Deaths from motor neurone disease, Russian politicians
Lars Norén	1944 births, 2021 deaths, Deaths from the COVID-19 pandemic in Sweden, Swedish playwrights, Swedish novelists, Swedish poets, Writers from Stockholm
John Mortimore (footballer)	1934 births, 2021 deaths, English footballers, English football managers, Sportspeople from Hampshire
Luc Julian Matthys	1935 births, 2021 deaths, People from Ghent, Australian Roman Catholics, Roman Catholic bishops
Hana Maciuchová	1926 births, 1993 deaths, Czech movie actors, Czech television actors, Czech stage actors
Billy Kenoi	1968 births, 2021 deaths, American mayors, Politicians from Hawaii, US Democratic Party politicians, Deaths from myelofibrosis, Cancer deaths in the United States
Aminuddin Ponulele	1939 births, 2021 deaths, People from Palu, Governors of Central Sulawesi, Indonesian politicians
Palu	Cities in Indonesia
Tseng Chang	1930 births, 2021 deaths, Naturalized citizens of the United States, American movie actors, American television actors, Chinese movie actors, Chinese television actors, People from Beijing
Markus Söder	1967 births, Living people, German politicians, Christian Social Union of Bavaria
Mark Milley	1958 births, Living people, American generals, People from Winchester, Massachusetts
Dundalk, Maryland	Census-designated places in Maryland, Unincorporated communities in Maryland
Laura Michelle Kelly	1981 births, Living people, English movie actors, English television actors, English voice actors, English stage actors, Actors from Hampshire, English singers, English dancers
Kaja Kallas	1977 births, Living people, Current national leaders, Former MEPs, People from Tallinn, Prime Ministers of Estonia, Women politicians
Siim Kallas	1948 births, Living people, Prime Ministers of Estonia, European Union politicians, People from Tallinn
Estonian Centre Party	1991 establishments in Europe, Liberal parties, Estonia
A for Andromeda	BBC television dramas, Science fiction books, Movies set in the future
Sylvirana spinulosa	Animals of Asia, Frogs
South China Morning Post	English-language newspapers published in Asia, Hong Kong, 1903 establishments, 1900s establishments in Asia
WeChat	Social networking, 2011 establishments in Asia, 2010s establishments in China
Sophia Lillis	2002 births, Living people, American child actors, American movie actors, American television actors, Actors from Brooklyn
Aram Archer	Living people, 1977 births, People from Baku, Record producers
Europe (anthem)	Kosovo, National anthems
County of Moray	Counties of Scotland
Number Forms	Unicode blocks
Morrison, Tennessee	Towns in Tennessee
McMinnville, Tennessee	Cities in Tennessee, County seats in Tennessee
Chapultepec Peace Accords	1990s treaties, 1992, El Salvador
Margitta Gummel	1941 births, 2021 deaths, Competitors in athletics, Female athletes, German Olympic silver medalists, German Olympic gold medalists
Nadezhda Chizhova	1945 births, Living people, Competitors in athletics, Olympic gold medalists, Olympic bronze medalists, Olympic silver medalists, Russian sportspeople
Alan Ashcroft	1930 births, 2021 deaths, English rugby union players
Chedly Ayari	1933 births, 2021 deaths, Tunisian politicians, African diplomats, Economists, People from Tunis, Deaths from the COVID-19 pandemic
Héctor Fix-Zamudio	1924 births, 2021 deaths, Mexican lawyers, Politicians from Mexico City, Judges, Deaths from heart failure
Mavis Dracula	Fictional characters introduced in 2012, Vampires in movies
Efraín Ruales	1984 births, 2021 deaths, Ecuadorian entertainers, Models, Movie actors, Television actors, Television personalities, Musicians, Voice actors, Murders by firearm, People from Guayaquil
Tupac Huallpa	15th century births, 1533 deaths, Inca rulers
Bokeh	Photography
Ternary numeral system	Mathematics
2016 Formula One World Championship	Formula One seasons, 2016 in sports
Upaix	Communes in Hautes-Alpes
Central Park Tower	Skyscrapers in New York City, Buildings and structures in Manhattan
Consistent life ethic	Philosophy, Religion
Mehrdad Minavand	1975 births, 2021 deaths, Iranian footballers, Iranian football managers, Deaths from the COVID-19 pandemic in Iran, Sportspeople from Tehran
West Bountiful, Utah	Cities in Utah
Fundamental attribution error	Psychology, Cognitive biases
Klymene	Nymphs
Appointment in Honduras	1950s adventure movies, 1953 drama movies, American adventure movies, American drama movies, Movies directed by Jacques Tourneur
Ella Henderson	1996 births, English singer-songwriters, English pop singers, People from Lincolnshire, Living people
Type Ia supernova	Supernovae
Zenith Electronics	American technology companies, Electronics companies, 1923 establishments in the United States
2012 Dutch general election	2012 elections, 2010s in the Netherlands, Elections in the Netherlands
Ryzen	Microprocessor design
MIL-STD-1553	Computer buses, Computer protocols, Military of the United States, Standards
Acrolith	Sculpture, Ancient Greek and Roman statues
Sylvirana annamitica	Animals of Asia, Frogs
2017 Dutch general election	2017 elections, 2010s in the Netherlands, Elections in the Netherlands
Bandel	West Bengal, Cities in India
Malda Division	Divisions of West Bengal
Medinipur Division	Divisions of West Bengal
Kote Tolordava	Actors from Georgia (country), 1979 births, 2015 deaths
Gaziantep University	Colleges and universities in Turkey
A Springfield Summer Christmas for Christmas	The Simpsons (season 32) episodes, 2020 television episodes
David Kato	1964 births, 2011 deaths, Ugandan people, Murder victims, Teachers, LGBT rights activists, Assassinated people, Gay men, Deaths by beating
Hurricane Fifi–Orlene	Category 2 Atlantic hurricanes
Hurricane Ione	Category 4 Atlantic hurricanes, Retired tropical cyclone names, Hurricanes in North Carolina, 1950s in North Carolina, 1955 in the United States, September events
Paradigm shift	Science-related lists, Natural sciences
New Mexico's 2nd congressional district	Congressional districts of New Mexico
Texas's 32nd congressional district	Congressional districts of Texas
Divisions of West Bengal	Divisions of West Bengal
Pictureland	1911 movies, American romance movies, American silent movies
Rivière-des-Prairies, Quebec	Landforms of North America, Geography of Quebec
Night and Day (1946 movie)	1946 movies, 1940s musical movies, American biographical movies, American musical movies, Warner Bros. movies, Movies directed by Michael Curtiz
Alabama's 4th congressional district	Congressional districts of Alabama
Robert Aderholt	1965 births, 20th-century American politicians, 21st-century American politicians, United States representatives from Alabama, People from Hayleyville, Alabama, US Republican Party politicians, Living people
Axel Tuanzebe	1997 births, Black British sportspeople, English footballers, Manchester United F.C. players, People from the Democratic Republic of the Congo, Living people
European Portuguese	Languages of Europe, Romance languages
Data deficient	Taxonomy, Conservation
Khwairakpa Erel	Religion, Islands of India, Assam
Lake Berryessa	Lakes of the United States, Bodies of water of California, Napa County, California
GameStop short squeeze	January 2021 events, February 2021 events, Economic history, Video games
Henry VI (plays)	Plays by William Shakespeare, Plays by Christopher Marlowe, Plays based on British history
Their First Misunderstanding	1911 movies, 1910s drama movies, American drama movies, American silent movies, Short movies
Marlovian theory	Theater, William Shakespeare, Controversies
Ishak Pamumbu Lambe	1946 births, 2021 deaths, Indonesian politicians
Batik Air	Establishments in Indonesia, 2012 establishments in Asia, Airlines of Asia, Transport in Indonesia
U.S. Bancorp	Banks of the United States
Chico Borja	1959 births, 2021 deaths, Deaths from colorectal cancer, Ecuadorian footballers, American footballers, American football managers, People from Quito
Dick Smith (third baseman)	1926 births, 2021 deaths, Pittsburgh Pirates players, Sportspeople from Pennsylvania
Blandburg, Pennsylvania	Census-designated places in Pennsylvania, Unincorporated communities in Pennsylvania
Georgi Ananiev	1950 births, 2021 deaths, Bulgarian politicians, Deaths from the COVID-19 pandemic in Bulgaria
Harry Beal	1930 births, 2021 deaths, American military people, People from Pennsylvania
Gert Blomé	1934 births, 2021 deaths, Swedish Olympians, Swedish ice hockey players, Olympic silver medalists
Blas Camacho	1939 births, 2021 deaths, Spanish politicians, Deaths from the COVID-19 pandemic in Spain
Adrián Campos	1960 births, 2021 deaths, Deaths from aortic dissection, Spanish sportspeople, Formula One drivers
Corky Lee	1947 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, American photojournalists, Journalists from New York City
Lai Xiaomin	1962 births, 2021 deaths, Chinese businesspeople, Chinese economists, Criminals, Executed people
Tochinoumi Teruyoshi	1938 births, 2021 deaths, Deaths from pneumonia, Japanese sumo wrestlers
Juan del Río Martín	1947 births, 2021 deaths, Deaths from the COVID-19 pandemic in Spain, Spanish Roman Catholics, Roman Catholic bishops, Roman Catholic archbishops
Wismoyo Arismunandar	1940 births, 2021 deaths, Indonesian people, Generals, Asian military people
Ryszard Kotys	1932 births, 2021 deaths, Polish movie actors, Polish stage actors, Polish television actors
César Isella	1938 births, 2021 deaths, Deaths from coronary artery disease, Argentine singers, Argentine writers, Argentine musicians, Guitarists, Songwriters, Folk singers, Folk musicians
Guillermo Galeote	1941 births, 2021 deaths, Deaths from the COVID-19 pandemic in Spain, Spanish politicians, Spanish physicians
Maravilha, Santa Catarina	Cities in Santa Catarina
Sylvirana faber	Animals of Asia, Frogs
Paul J. Crutzen	1933 births, 2021 deaths, Dutch academics, Dutch chemists, Dutch Nobel Prize winners, People from Amsterdam
Eddie Connachan	1935 births, 2021 deaths, Scottish footballers
Donald M. Blinken	1925 births, Living people, Ambassadors of the United States, Businesspeople from New York City, Politicians from New York City, US Democratic Party politicians
Harriet Andersson	1932 births, Living people, Swedish movie actors, Swedish television actors, Swedish stage actors, Swedish voice actors, Actors from Stockholm
Nils Eklund	1927 births, Living people, Swedish movie actors, Swedish television actors, Swedish stage actors, Swedish voice actors, Actors from Stockholm
Alan Blinken	1937 births, Living people, Ambassadors of the United States, Politicians from New York City, Businesspeople from New York City, US Democratic Party politicians
Abdellatif Kechiche	1960 births, Living people, Tunisian actors, Tunisian writers, French movie directors, French movie actors, French screenwriters, People from Tunis
Ruggero Deodato	1939 births, Italian movie directors, Italian movie producers, Italian screenwriters, Italian movie actors, Living people
Michael O'Donoghue	1940 births, 1994 deaths, American television writers, American editors, Journalists from New York City, Comedians from New York City, Deaths from cerebral hemorrhage
Sauquoit, New York	Hamlets in New York
Paris, New York	Towns in New York
Goddess Bunny	1960 births, 2021 deaths, LGBT actors, LGBT entertainers, LGBT models, Drag queens, American movie actors, Transgender and transsexual people, Actors from Santa Monica, California, Models from California, Deaths from poliomyelitis
The Boys (2019 TV series)	2010s American television series debuts, American satirical television series, DC Comics
Erin Moriarty (actress)	1994 births, Living people, American movie actors, American television actors, Actors from New York City
Chace Crawford	1985 births, Living people, American movie actors, American television actors, American voice actors, Actors from Texas, People from Lubbock, Texas
Afro-Jamaicans	African people, Ethnic groups in Jamaica
Ancient Manipur	History of Manipur
Hurricane Anna (1961)	Category 2 Atlantic hurricanes
Online encyclopedia	Encyclopedias
Piccadilly Incident	1946 movies, 1940s drama movies, British drama movies, Movies directed by Herbert Wilcox
Bengal Fan	Geography of Bangladesh, Landforms of India
One Wild Oat	1951 comedy movies, British comedy movies, Movies based on plays, Movies directed by Charles Saunders
Mirkelam	1966 births, Living people, Turkish singers
Haynesville, Louisiana	Towns in Louisiana
Secret Beyond the Door...	1947 movies, 1940s thriller movies, American thriller movies, Movies directed by Fritz Lang
Merryville, Louisiana	Towns in Louisiana
Hurricane Gladys (1968)	Category 1 Atlantic hurricanes, Hurricanes in Florida, Natural disasters in Canada, 1960s in Cuba, 1960s in Canada, 1968 in the United States, October events
Krotz Springs, Louisiana	Towns in Louisiana
Sunset, Louisiana	Towns in Louisiana
Arnaudville, Louisiana	Towns in Louisiana
Grand Coteau, Louisiana	Towns in Louisiana
Leonville, Louisiana	Towns in Louisiana
Melville, Louisiana	Towns in Louisiana
Port Barre, Louisiana	Towns in Louisiana
Our Town (movie)	1940 movies, 1940s romance movies, 1940s drama movies, American romantic drama movies, Movies based on plays, Movies directed by Sam Wood
Gleðibankinn	1986 songs
Shunning	Religions, Social issues, Taxation, Punishments
Esparron, Hautes-Alpes	Communes in Hautes-Alpes
Espinasses	Communes in Hautes-Alpes
Jodie Comer	1993 births, English movie actors, English television actors, English stage actors, English child actors, Emmy Award winning actors, Actors from Liverpool, Living people
Sylvirana maosonensis	Animals of Asia, Frogs
Hurricane Hilda	Category 4 Atlantic hurricanes, Retired tropical cyclone names, Hurricanes in Louisiana, 1960s in Louisiana, 1964 in the United States
Kotowice, Masovian Voivodeship	Villages in Poland
Chabestan	Communes in Hautes-Alpes
Cervières, Hautes-Alpes	Communes in Hautes-Alpes
Fouillouse	Communes in Hautes-Alpes
Sigoyer, Hautes-Alpes	Communes in Hautes-Alpes
Furmeyer	Communes in Hautes-Alpes
Le Glaizil	Communes in Hautes-Alpes
Charkh	Television programs
Lardier-et-Valença	Communes in Hautes-Alpes
Manteyer	Communes in Hautes-Alpes
Praise-God Barebone	1590s births, 1679 deaths, Writers from London
Tallard	Communes in Hautes-Alpes
Schadenfreude	Emotions
Kitty Foyle	1940 movies, 1940s romance movies, 1940s drama movies, American romantic drama movies, Movies based on books, Movies directed by Sam Wood
Action in the North Atlantic	1943 movies, 1940s war movies, 1940s drama movies, American war movies, American drama movies, World War II movies, Warner Bros. movies, Movies directed by Lloyd Bacon
Montgardin	Communes in Hautes-Alpes
Spillway	Engineering
Beal Crossing, Louisiana	Settlements in Winn Parish, Louisiana, Unincorporated communities in Louisiana
Nicola Stephenson	1971 births, Living people, English child actors, English television actors, English movie actors, English stage actors, People from Oldham, Greater Manchester, Actors from Greater Manchester, People from Lancashire
Neil Pearson	1959 births, Living people, English television actors, English movie actors, English stage actors, Actors from London
Lauren Drummond	1987 births, Living people, English child actors, English television actors, Actors from Greater Manchester
Adam Thomas	1988 births, Living people, English child actors, English television actors, Actors from Greater Manchester
Ryan Thomas	1984 births, Living people, English child actors, English television actors, Actors from Greater Manchester
I Love You, California	United States state songs, 20th century songs, Music in California
Inland Empire	Regions of the United States, Metropolitan areas of the United States, Geography of California, San Bernardino County, California, Riverside County, California
San Bernardino Valley	Valleys of California, San Bernardino County, California
History of California	History of California
Kaho Naa... Pyaar Hai	2000 movies, 2000s romance movies, 2000s thriller movies, Hindi-language movies, Indian movies, 2000s musical movies, Movies directed by Rakesh Roshan
List of companies of Kolkata	Companies of India, Lists, Kolkata
Sophie (musician)	1986 births, 2021 deaths, Accidental deaths from falls, British DJs, British record producers, LGBT singers, LGBT songwriters, Musicians from Glasgow, Scottish LGBT people, Scottish singer-songwriters, Transgender and transsexual people
Irene (1940 movie)	1940 movies, 1940s musical movies, American musical movies, Movies based on plays, Movies directed by Herbert Wilcox
Kunal Khosla	Living people, Indian actors, 1995 births
Diya Aur Baati Hum	2011 Indian television series debuts
Richard Lee McNair	Criminals
Subtext	Literary terms, Fiction
Bahrum Daido	1964 births, 2021 deaths, Indonesian politicians, Deaths from the COVID-19 pandemic in Indonesia
Ben Nsibandze	1931 births, 2021 deaths, Prime Ministers of Swaziland
Giles Constable	1929 births, 2021 deaths, British historians, Writers from London
Alan J. Hoffman	1924 births, 2021 deaths, American mathematicians, Scientists from New York City
Harold Widom	1932 births, 2021 deaths, American mathematicians, Scientists from Newark, New Jersey
Mont-Dauphin	Communes in Hautes-Alpes
Eygliers	Communes in Hautes-Alpes
Marie Harmon	1923 births, 2021 deaths, American movie actors, American television actors, Deaths from natural causes in the United States, Businesspeople from Illinois, Actors from Illinois, People from Oak Park, Illinois
La Faurie	Communes in Hautes-Alpes
La Fare-en-Champsaur	Communes in Hautes-Alpes
Windows Phone 8.1	Microsoft operating systems
Stephan P. Mickle	1944 births, 2021 deaths, American lawyers, American judges, Politicians from New York City, US Democratic Party politicians
Flavio Alfaro	1961 births, 2021 deaths, Deaths from pancreatic cancer, American Olympic silver medalists, American basketball players, Sportspeople from Los Angeles, California
Avançon, Hautes-Alpes	Communes in Hautes-Alpes
Théus	Communes in Hautes-Alpes
Carmen Vázquez	1949 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, Puerto Rican people, American LGBT rights activists, Writers from New York City
Miguel Celdrán	1940 births, 2021 deaths, Spanish politicians
Kathleen Ann Goonan	1952 births, 2021 deaths, Deaths from bone cancer, Cancer deaths in the United States, American novelists, American science fiction writers, Writers from Cincinnati, Ohio
Wang Shouguan	1923 births, 2021 deaths, Chinese politicians, Chinese scientists, Astronomers
Fuzhou	Cities in China
Meshulam Dovid Soloveitchik	1921 births, 2021 deaths, Israeli rabbis, Deaths from the COVID-19 pandemic in Israel, Belarusian people
Beatriz Barba	1928 births, 2021 deaths, Mexican anthropologists, Archaeologists, Academics, Scientists from Mexico City
Mexican Academy of Sciences	1950s establishments in Mexico, 1959 establishments in North America, National academies of sciences, Buildings and structures in Mexico City
John Chaney (basketball, born 1932)	1932 births, 2021 deaths, African-American basketball players, College basketball coaches, Sportspeople from Jacksonville, Florida, American basketball players
Temple University	1880s establishments in Pennsylvania, 1884 establishments in the United States, Colleges and universities in Pennsylvania, Buildings and structures in Philadelphia, Pennsylvania
Yvon Douis	1935 births, 2021 deaths, Deaths from the COVID-19 pandemic in France, French footballers
Grady Gaines	1934 births, 2021 deaths, American saxophonists, American blues musicians, Musicians from Houston, Texas
Aminul Islam (musician)	Movie editors, musicians, 1939 births, Living people, Bangladeshi people
Roy Gaines	1934 births, 2021 deaths, American blues musicians, American guitarists, American blues singers, Musicians from Texas, Singer-songwriters from Texas
Waskom, Texas	Cities in Texas
Hilton Valentine	1943 births, 2021 deaths, English guitarists, English songwriters, People from Northumberland
József Csatári	1943 births, 2021 deaths, Olympic bronze medalists, Wrestlers, Sportspeople from Budapest
Wilhelm Knabe	1923 births, 2021 deaths, German scientists, Ecologists, Environmentalists, German politicians of Alliance '90/The Greens, Politicians from Saxony
Alfreda Markowska	1926 births, 2021 deaths, Polish people, Activists, Holocaust survivors, Roma
Pantelei Sandulache	1956 births, 2021 deaths, Moldovan politicians
Turki bin Nasser Al Saud	1948 births, 2021 deaths, Saudi Arabian businesspeople, Princes and princesses, Generals, People from Riyadh
Alla Yoshpe	1937 births, 2021 deaths, Soviet singers, Russian singers, Pop singers, Entertainers from Moscow
Stahan Rakhimov	1937 births, Living people, Soviet singers, Russian singers, Uzbekistani people, Pop singers
Michel Murr	1932 births, 2021 deaths, Deaths from the COVID-19 pandemic in Lebanon, Lebanese politicians, Business people
Elias Hrawi	1926 births, 2006 deaths, Presidents of Lebanon, Business people, Lawyers, Deaths from cancer
Andrej Hryc	1949 births, 2021 deaths, Deaths from leukemia, People from Bratislava, Movie actors
René Moawad	1925 births, 1989 deaths, Presidents of Lebanon, Lawyers, Assassinated people
